Date,P,Ep
2017-06-01,5.259999999999999,4.055415058489405
2017-06-02,5.11,4.811729151186898
2017-06-03,18.889999999999997,4.5524649467050855
2017-06-04,7.2299999999999995,3.719466456013983
2017-06-05,1.88,1.44683179770982
2017-06-06,1.25,2.2266791849948513
2017-06-07,0.0,4.12035222065817
2017-06-08,0.0,4.731879849241758
2017-06-09,0.01,3.529621638138744
2017-06-10,0.0,4.653602601698647
2017-06-11,0.0,5.7757482656033625
2017-06-12,0.25,3.9847943795793133
2017-06-13,0.0,5.617379399066274
2017-06-14,0.0,3.8843618948309553
2017-06-15,23.160000000000007,5.467155564580094
2017-06-16,3.6799999999999975,5.08324325338161
2017-06-17,0.0,4.9341399750048796
2017-06-18,0.0,5.646572381776872
2017-06-19,0.0,5.732310419330012
2017-06-20,0.0,6.303102252395413
2017-06-21,0.0,5.212847792636244
2017-06-22,0.0,6.1488096646755634
2017-06-23,0.0,6.240216963652296
2017-06-24,0.0,2.927799741104305
2017-06-25,5.16,3.968983205594854
2017-06-26,4.76,5.667845550601292
2017-06-27,0.05,3.682795584409247
2017-06-28,41.099999999999994,3.514925409340271
2017-06-29,4.170000000000001,4.118503784495941
2017-06-30,1.99,4.9386544825508025
2017-07-01,0.47000000000000003,3.9203408657543823
2017-07-02,15.020000000000001,1.2708089319495088
2017-07-03,1.01,4.149088094152726
2017-07-04,0.0,4.8787116469515786
2017-07-05,0.0,5.686601092389751
2017-07-06,0.0,6.209442486295988
2017-07-07,1.87,5.805358548838317
2017-07-08,0.44,5.312821253508454
2017-07-09,27.930000000000003,3.051331121031738
2017-07-10,22.249999999999993,3.164468698048933
2017-07-11,3.8099999999999996,3.22213813832114
2017-07-12,3.8699999999999997,4.275778634051367
2017-07-13,0.33999999999999997,4.181663673396005
2017-07-14,4.08,3.5963656461748004
2017-07-15,0.0,3.7569946384750095
2017-07-16,0.0,4.291835954404877
2017-07-17,0.0,5.075750180263469
2017-07-18,0.0,4.518054200863471
2017-07-19,0.0,5.664438329600928
2017-07-20,5.84,3.5902696439831683
2017-07-21,6.49,4.3603734056874766
2017-07-22,21.030000000000005,4.811283396874646
2017-07-23,2.1000000000000005,2.425101519669357
2017-07-24,17.779999999999998,1.9382239124625487
2017-07-25,19.74,1.963336787035692
2017-07-26,7.49,2.242751689572364
2017-07-27,2.6800000000000006,2.3370995270328816
2017-07-28,6.640000000000001,2.3409221338974975
2017-07-29,0.0,4.104943162974068
2017-07-30,0.35,4.533002320011318
2017-07-31,0.62,3.616485975781657
2017-08-01,2.6500000000000004,4.5135510482213395
2017-08-02,0.0,4.943868416361604
2017-08-03,0.0,5.028485897805289
2017-08-04,0.0,3.727813010668199
2017-08-05,0.0,4.4300712217712155
2017-08-06,2.11,2.327371085676159
2017-08-07,0.0,4.575752094923576
2017-08-08,5.000000000000001,1.9079027150020693
2017-08-09,3.08,2.21424677822286
2017-08-10,16.2,1.0097322706769376
2017-08-11,11.879999999999999,1.068550720846495
2017-08-12,1.8800000000000001,2.4719427576228563
2017-08-13,0.0,3.8450060713551646
2017-08-14,0.0,4.261505316700718
2017-08-15,3.6199999999999997,4.412417222547991
2017-08-16,0.0,3.734138060344773
2017-08-17,0.20999999999999996,3.968979376274639
2017-08-18,14.840000000000003,4.424407704327944
2017-08-19,0.18,2.9918378690649843
2017-08-20,0.0,3.4386525678906947
2017-08-21,0.0,2.4330175042353197
2017-08-22,0.0,3.7626410570341715
2017-08-23,0.0,3.8633291283952644
2017-08-24,13.670000000000002,3.806755619764826
2017-08-25,0.0,3.601118641449345
2017-08-26,0.0,4.228472628241396
2017-08-27,1.69,3.0404611953612406
2017-08-28,0.0,3.4176217161151117
2017-08-29,0.0,4.030054122887104
2017-08-30,1.07,3.934122876120771
2017-08-31,21.910000000000007,0.8999999999999998
2017-09-01,19.15,1.0685507208464944
2017-09-02,16.14,1.3325869341470669
2017-09-03,0.0,2.2936635954196385
2017-09-04,0.0,2.687998163316259
2017-09-05,0.0,3.39364649653553
2017-09-06,0.0,2.519898940762342
2017-09-07,0.0,2.200430570088253
2017-09-08,0.0,2.6101628407651907
2017-09-09,12.040000000000001,0.7846193961037935
2017-09-10,6.330000000000001,1.7651605987302392
2017-09-11,0.0,1.7056483332192691
2017-09-12,10.35,1.5120856853497053
2017-09-13,3.6099999999999994,2.3001692394951987
2017-09-14,13.71,2.2934003501664777
2017-09-15,0.0,2.0907002140714233
2017-09-16,3.23,1.8153806038962073
2017-09-17,11.849999999999998,1.7040839374576684
2017-09-18,0.38,1.670807017289401
2017-09-19,8.700000000000001,1.3576846244962093
2017-09-20,0.31000000000000005,1.6187726406725684
2017-09-21,0.0,2.1524782162689813
2017-09-22,0.0,2.191388285432516
2017-09-23,0.0,2.129623552798852
2017-09-24,0.0,2.0610766612725704
2017-09-25,0.0,1.9741971394056566
2017-09-26,1.2000000000000002,1.523975219579582
2017-09-27,0.33,1.814258133126647
2017-09-28,0.0,1.7456941427162573
2017-09-29,2.42,1.5434378462733507
2017-09-30,15.82,1.692525940426077
2017-10-01,0.93,1.261076661272571
2017-10-02,0.11,1.0719408429627488
2017-10-03,12.560000000000002,1.282808853973141
2017-10-04,0.0,1.2827936697491393
2017-10-05,9.34,2.6517730460237794
2017-10-06,2.14,0.9850651504160481
2017-10-07,0.0,1.4273672563559439
2017-10-08,4.010000000000001,0.897053717535893
2017-10-09,0.67,0.8662925097434805
2017-10-10,0.0,1.4045125928858144
2017-10-11,0.0,1.7153635050120977
2017-10-12,0.0,1.7067688893287214
2017-10-13,0.0,1.423975219579582
2017-10-14,0.0,1.4359618720393195
2017-10-15,0.0,1.6160515763731906
2017-10-16,0.0,1.6217018242525663
2017-10-17,0.0,1.5554093145090855
2017-10-18,0.0,1.4131072085691907
2017-10-19,0.0,1.480520274422123
2017-10-20,0.0,1.6415931063744797
2017-10-21,3.2599999999999985,1.4079065443222831
2017-10-22,2.6999999999999993,1.0416273041426982
2017-10-23,2.6500000000000004,0.613124307453299
2017-10-24,0.0,1.0205831828032204
2017-10-25,0.0,1.2497609812898172
2017-10-26,0.0,1.4314189107055015
2017-10-27,0.69,0.914242948902645
2017-10-28,0.0,0.8644667833888258
2017-10-29,3.6199999999999997,0.8513576601595289
2017-10-30,0.0,0.7513443905956334
2017-10-31,0.0,0.6805373733062318
2017-11-01,0.0,0.7542887583996333
2017-11-02,0.0,1.1352699713580126
2017-11-03,0.0,0.8045125928858147
2017-11-04,0.0,0.9228375645860205
2017-11-05,26.54,0.6303135388200509
2017-11-06,4.540000000000001,0.49886617432665253
2017-11-07,1.5700000000000003,0.49026964398316947
2017-11-08,1.18,0.4228546634701296
2017-11-09,0.0,0.41946262669376805
2017-11-10,2.5900000000000007,0.637099527032882
2017-11-11,6.649999999999999,0.6599541905030115
2017-11-12,22.979999999999997,0.6142600477867539
2017-11-13,1.9300000000000002,0.47080701728940166
2017-11-14,0.21,0.3708070172894016
2017-11-15,0.0,0.3902696439831695
2017-11-16,0.0,0.39774370355709276
2017-11-17,0.0,0.3
2017-11-18,0.0,0.49366168075953143
2017-11-19,7.1999999999999975,0.4119885671198447
2017-11-20,0.0,0.4925240257659697
2017-11-21,0.45999999999999996,0.8782639779792161
2017-11-22,0.0,0.8680726834261285
2017-11-23,0.0,1.3427174918041467
2017-11-24,0.0,0.9588013512854482
2017-11-25,14.31,0.7239752195795826
2017-11-26,1.32,0.4622104869459186
2017-11-27,0.0,0.7592622898217047
2017-11-28,2.3499999999999996,0.7753328797391108
2017-11-29,2.3299999999999996,0.3565621537266496
2017-11-30,1.51,0.4816731136396866
2017-12-01,1.29,0.2119885671198448
2017-12-02,0.0,0.6142467782228589
2017-12-03,0.24000000000000002,0.3902696439831694
2017-12-04,2.1899999999999995,0.3033920367763619
2017-12-05,0.0,0.17828107686332484
2017-12-06,0.16999999999999998,0.3651567694100256
2017-12-07,0.0,0.669223607983585
2017-12-08,21.59,0.6708070172894018
2017-12-09,1.89,0.250221919826074
2017-12-10,18.329999999999995,0.6565621537266494
2017-12-11,4.27,0.6640191144164638
2017-12-12,0.65,0.5285029966893987
2017-12-13,0.0,0.4730613990722019
2017-12-14,0.0,0.8947955064328792
2017-12-15,0.0,0.46221048694591876
2017-12-16,0.0,0.3782810768633248
2017-12-17,0.0,0.3251109599130369
2017-12-18,4.12,0.2999999999999998
2017-12-19,0.13,0.244573586606805
2017-12-20,0.12000000000000005,0.1977437035570929
2017-12-21,0.0,0.24343784627335027
2017-12-22,0.0,0.2782810768633249
2017-12-23,0.0,0.23484323058997444
2017-12-24,0.0,0.5389081545034267
2017-12-25,0.0,0.6778163090068543
2017-12-26,0.0,0.6857399522132462
2017-12-27,0.0,0.5554244987330879
2017-12-28,0.0,0.5599541905030112
2017-12-29,0.0,0.5861857065255011
2017-12-30,0.0,0.7382352673663363
2017-12-31,0.0,1.1375281824610268
2018-01-01,0.0,1.0318817639018654
2018-01-02,1.202542372881356,0.7285029966893989
2018-01-03,10.49,1.5397996631279365
2018-01-04,21.939999999999998,0.8285049113495059
2018-01-05,6.460000000000002,0.6513443905956334
2018-01-06,0.0,0.3097303560168306
2018-01-07,0.0,0.8400287106128801
2018-01-08,0.0,0.9857228533291372
2018-01-09,0.0,0.6142410342425378
2018-01-10,0.0,0.2988642596665454
2018-01-11,0.0,0.2217189231366753
2018-01-12,0.0,0.40113574033345467
2018-01-13,0.0,0.405648333219269
2018-01-14,0.0,0.2782810768633249
2018-01-15,1.55,0.6879962486561533
2018-01-16,12.809999999999999,1.0970537175358932
2018-01-17,6.38,0.8273691710160509
2018-01-18,4.85,0.8610899308364663
2018-01-19,6.599999999999999,0.6959179772024385
2018-01-20,5.089999999999999,0.8622104869459183
2018-01-21,3.8,0.5119885671198449
2018-01-22,19.840000000000003,0.19548740711418558
2018-01-23,0.09000000000000001,0.47828107686332494
2018-01-24,0.0,0.7640058448525688
2018-01-25,0.0,0.8707899184052926
2018-01-26,0.0,0.5217189231366751
2018-01-27,0.0,0.5153806038962069
2018-01-28,0.0,0.7382200831423342
2018-01-29,0.0,0.6045125928858146
2018-01-30,0.0,0.5033920367763616
2018-01-31,0.0,0.8993080993186935
2018-02-01,14.409999999999998,0.6839294100825937
2018-02-02,0.05,0.5285029966893989
2018-02-03,0.3499999999999999,0.4782810768633249
2018-02-04,0.0,0.4588184501695567
2018-02-05,0.0,0.6404915638092438
2018-02-06,0.0,0.502256296442907
2018-02-07,1.3099999999999998,0.38801143288015544
2018-02-08,0.41000000000000003,0.37828107686332485
2018-02-09,0.0,0.4565621537266496
2018-02-10,0.15000000000000002,0.4565621537266496
2018-02-11,3.39,0.5033920367763617
2018-02-12,2.619999999999999,0.5033920367763619
2018-02-13,0.0,0.6142448635627514
2018-02-14,0.0,0.6456941427162578
2018-02-15,9.079999999999997,0.5119866524597374
2018-02-16,8.26,0.5554264133931948
2018-02-17,14.65,0.0
2018-02-18,0.5,0.0
2018-02-19,0.0,0.0
2018-02-20,0.1,0.0
2018-02-21,0.0,0.0
2018-02-22,0.0,0.0
2018-02-23,0.0,0.0
2018-02-24,0.0,0.0
2018-02-25,0.01,0.0
2018-02-26,0.0,0.0
2018-02-27,0.0,0.0
2018-02-28,0.0,0.0
2018-03-01,0.63,0.6119885671198446
2018-03-02,1.4699999999999998,0.6359637866994269
2018-03-03,1.3699999999999999,0.6846174814436866
2018-03-04,0.92,1.2610728319523574
2018-03-05,0.0,1.3296254674589576
2018-03-06,0.47000000000000003,0.9370995270328819
2018-03-07,2.2,1.0090422846557383
2018-03-08,2.4099999999999997,1.7981742736453452
2018-03-09,0.0,2.1434245767094566
2018-03-10,0.9600000000000001,1.0857380375531391
2018-03-11,0.0,1.0606270776401023
2018-03-12,5.2299999999999995,1.406094087531523
2018-03-13,0.79,1.1416273041426976
2018-03-14,0.0,1.6925259404260768
2018-03-15,0.0,1.675315780855002
2018-03-16,0.2,1.4056483332192689
2018-03-17,3.1599999999999997,0.6902696439831697
2018-03-18,0.8899999999999999,0.63370749025652
2018-03-19,0.7000000000000001,0.6902696439831695
2018-03-20,2.57,1.1033939514364683
2018-03-21,0.09000000000000001,1.2884458322886219
2018-03-22,1.0299999999999998,1.203392036776362
2018-03-23,0.0,1.3737684839775106
2018-03-24,0.0,2.082793669749139
2018-03-25,0.0,2.2067688893287225
2018-03-26,0.05,1.2925259404260763
2018-03-27,8.74,1.682795584409246
2018-03-28,14.46,1.1273710856761587
2018-03-29,5.1,0.9000000000000004
2018-03-30,9.39,2.0565469695026484
2018-03-31,8.660000000000004,0.7943516667807312
2018-04-01,2.28,1.18845718719241
2018-04-02,0.0,2.1793997183126703
2018-04-03,0.0,2.8861686076413915
2018-04-04,1.6299999999999997,3.434136145684666
2018-04-05,0.0,1.9581417337122518
2018-04-06,0.0,3.139786393564041
2018-04-07,0.0,3.3461227981444033
2018-04-08,0.0,3.69590087831833
2018-04-09,0.0,2.4468298830497113
2018-04-10,0.0,2.7925259404260765
2018-04-11,0.0,3.3547231578081007
2018-04-12,0.0,3.600428655428146
2018-04-13,0.0,2.821013752891474
2018-04-14,0.0,3.124405789667836
2018-04-15,0.0,2.2708051026292955
2018-04-16,10.87,1.6142600477867544
2018-04-17,0.0,3.6004305700882537
2018-04-18,0.0,4.741339434421854
2018-04-19,0.0,4.035256701794118
2018-04-20,0.0,3.9655854248381712
2018-04-21,0.0,4.074181955181655
2018-04-22,0.0,4.475302511291107
2018-04-23,1.5199999999999996,3.3295970136710626
2018-04-24,0.0,3.866723079831734
2018-04-25,0.0,4.3049583471980695
2018-04-26,0.0,1.8547383420321022
2018-04-27,0.0,4.161505316700717
2018-04-28,0.0,3.709027100431735
2018-04-29,0.0,5.084792464919206
2018-04-30,4.1899999999999995,2.891392114752729
2018-05-01,0.41000000000000003,1.5056502478793752
2018-05-02,0.0,1.858820364829664
2018-05-03,0.07,2.149076739248938
2018-05-04,0.0,2.5192070400810356
2018-05-05,0.0,4.110610509737552
2018-05-06,0.0,4.149520578901085
2018-05-07,0.0,4.5476929378863264
2018-05-08,0.0,4.688428733404514
2018-05-09,2.5100000000000002,3.921028937115475
2018-05-10,8.499999999999998,1.1348432305899743
2018-05-11,0.0,4.075321524835323
2018-05-12,1.5199999999999998,4.4397883082241485
2018-05-13,2.84,2.391407298976732
2018-05-14,13.549999999999999,1.3348565001538697
2018-05-15,7.68,1.4194626266937682
2018-05-16,17.85,1.2063421485606822
2018-05-17,5.8199999999999985,1.3337207598204148
2018-05-18,0.0,3.809040369995631
2018-05-19,0.0,3.4490880941527267
2018-05-20,0.0,2.3719427576228553
2018-05-21,0.5000000000000001,4.057007908038906
2018-05-22,14.540000000000006,4.066724994491842
2018-05-23,2.9800000000000004,3.104516422206029
2018-05-24,0.0,4.28661819127386
2018-05-25,0.0,4.906078903307522
2018-05-26,0.0,4.7712356727175464
2018-05-27,0.0,4.666723079831733
2018-05-28,0.0,5.086185706525502
2018-05-29,0.75,3.3221552372052487
2018-05-30,3.2500000000000013,4.931881763901863
2018-05-31,15.020000000000003,4.24683179770982
2018-06-01,0.0,4.358113279924355
2018-06-02,0.0,4.507908458982391
2018-06-03,0.0,4.479834117721136
2018-06-04,29.930000000000007,4.436396271447786
2018-06-05,0.0,4.633709404916628
2018-06-06,0.0,4.083671908809753
2018-06-07,0.0,3.603395866096576
2018-06-08,18.689999999999998,3.217638814999221
2018-06-09,0.0,4.634828046365973
2018-06-10,0.0,5.0026868665311595
2018-06-11,2.8799999999999994,2.257682709836102
2018-06-12,1.9599999999999997,0.0
2018-06-13,11.369999999999997,0.0
2018-06-14,0.0,3.5716408990440796
2018-06-15,0.0,4.490700214071421
2018-06-16,0.0,4.803822606864616
2018-06-17,0.34,3.1004343994084667
2018-06-18,0.0,4.283241338721502
2018-06-19,0.52,5.163776797367626
2018-06-20,0.0,5.620323766870273
2018-06-21,0.0,5.228493556445717
2018-06-22,0.0,4.764889827893503
2018-06-23,0.0,4.822595247537183
2018-06-24,0.0,3.7011376549935617
2018-06-25,0.0,4.279420646516993
2018-06-26,0.0,5.098174273645346
2018-06-27,0.0,5.352899346113555
2018-06-28,0.19999999999999998,3.9327751871864822
2018-06-29,0.0,3.4106085950774463
2018-06-30,0.0,5.715107918399365
2018-07-01,0.0,6.200173068815415
2018-07-02,0.0,5.713541607977658
2018-07-03,3.819999999999998,2.6165144295695537
2018-07-04,0.0,5.123285233558383
2018-07-05,23.180000000000003,2.149764810610031
2018-07-06,7.569999999999999,1.7000019146601073
2018-07-07,0.0,4.837099527032884
2018-07-08,0.0,4.559940920939116
2018-07-09,0.0,5.538652567890694
2018-07-10,0.0,3.871241416697868
2018-07-11,0.0,4.118082654651368
2018-07-12,0.0,5.018067470427366
2018-07-13,0.0,5.202686866531161
2018-07-14,0.0,5.160369576367262
2018-07-15,3.7899999999999996,5.353587417474648
2018-07-16,1.46,5.410149571201297
2018-07-17,0.0,4.530746023568411
2018-07-18,0.0,5.428920297213757
2018-07-19,0.0,5.66896802137085
2018-07-20,0.19,4.628918382553651
2018-07-21,0.07,2.415380603896206
2018-07-22,3.7299999999999995,2.9438741603419247
2018-07-23,0.0,3.6359676160196406
2018-07-24,0.0,5.600849785272717
2018-07-25,0.0,5.819176671633029
2018-07-26,0.0,6.136813571972144
2018-07-27,0.0,5.514675433651004
2018-07-28,1.7,2.5760057668762015
2018-07-29,0.0,5.1427345906882564
2018-07-30,0.0,5.588426818744407
2018-07-31,0.0,5.815795989760459
2018-08-01,15.340000000000002,5.671643532998224
2018-08-02,0.0,5.294511466032251
2018-08-03,0.0,5.96192644654529
2018-08-04,0.0,5.51127012731075
2018-08-05,0.0,5.782079059260256
2018-08-06,7.900000000000001,5.430029498419422
2018-08-07,0.0,5.020989128423789
2018-08-08,24.939999999999998,4.179388363408884
2018-08-09,3.5499999999999994,5.058098095700354
2018-08-10,1.9899999999999998,3.1502105649222862
2018-08-11,0.0,4.273493883820561
2018-08-12,0.0,4.9648840839131845
2018-08-13,12.160000000000002,2.885049966192046
2018-08-14,7.729999999999999,3.239346383232107
2018-08-15,0.0,4.016948828978022
2018-08-16,0.0,4.424405789667834
2018-08-17,4.890000000000001,4.055856983481447
2018-08-18,0.0,3.133709404916627
2018-08-19,0.0,4.01579981908067
2018-08-20,0.0,4.385482450940406
2018-08-21,0.0,4.612407782304309
2018-08-22,2.9000000000000004,4.567843635941186
2018-08-23,7.750000000000002,4.222136223661033
2018-08-24,6.859999999999999,2.8352776299984406
2018-08-25,1.9600000000000004,1.1131243074532993
2018-08-26,0.0,3.1067708039888293
2018-08-27,0.0,3.4468279683896057
2018-08-28,0.0,3.7753196101752162
2018-08-29,13.49,3.5490729099287237
2018-08-30,0.0,2.0251015196693563
2018-08-31,18.7,0.9456960573763648
2018-09-01,1.52,0.8771472511899774
2018-09-02,0.0,1.3674301647370417
2018-09-03,0.0,1.8085984450035901
2018-09-04,0.0,3.2382219978024405
2018-09-05,0.0,3.239355823475789
2018-09-06,8.700000000000001,2.8479523538192706
2018-09-07,0.68,2.2992986590750117
2018-09-08,0.0,3.0925259404260776
2018-09-09,0.0,3.350206735602072
2018-09-10,0.0,3.150206735602073
2018-09-11,0.0,3.4217037389126728
2018-09-12,2.4899999999999998,3.5217037389126737
2018-09-13,23.530000000000005,2.934843230589975
2018-09-14,0.0,2.2565640683867567
2018-09-15,0.0,2.5348451452500815
2018-09-16,0.0,2.1022562964429077
2018-09-17,0.0,2.9217170084765693
2018-09-18,0.08,2.5056331489952677
2018-09-19,0.0,2.8662773255194782
2018-09-20,0.0,2.798864259666545
2018-09-21,0.78,2.899296744414905
2018-09-22,1.0899999999999999,2.16629250974348
2018-09-23,11.86,3.4732496521116163
2018-09-24,0.0,1.7056502478793762
2018-09-25,0.0,2.4569946384750097
2018-09-26,0.0,2.1228394792461276
2018-09-27,0.0,2.2520324619567265
2018-09-28,0.0,2.419893196782022
2018-09-29,0.0,1.960388589911479
2018-09-30,14.419999999999998,2.1456941427162577
2018-10-01,11.66,0.8936616807595312
2018-10-02,0.0,1.3153806038962068
2018-10-03,0.0,1.225110959913037
2018-10-04,0.0,1.8993100139788008
2018-10-05,0.0,1.8520324619567266
2018-10-06,0.0,1.899982901115891
2018-10-07,0.0,1.8891339036497148
2018-10-08,0.0,1.385741866873353
2018-10-09,0.0,1.3805373733062323
2018-10-10,0.0,2.0502029062818585
2018-10-11,0.11000000000000001,1.3931969129030601
2018-10-12,0.28,1.7194474424697663
2018-10-13,0.0,1.5119866524597372
2018-10-14,0.0,2.0714760751062786
2018-10-15,0.0,2.1393368099315717
2018-10-16,0.0,1.6816560147555777
2018-10-17,0.0,1.5393539088156816
2018-10-18,0.0,1.4907002140714227
2018-10-19,0.0,1.0119866524597378
2018-10-20,0.0,1.058818450169557
2018-10-21,0.0,0.961076661272571
2018-10-22,0.0,1.095917977202439
2018-10-23,0.0,1.0730613990722015
2018-10-24,0.0,1.293646496535529
2018-10-25,0.0,1.1262315160224898
2018-10-26,0.0,1.023975219579582
2018-10-27,17.02,0.5153806038962064
2018-10-28,3.4699999999999998,0.3782810768633247
2018-10-29,16.73,0.716501160005659
2018-10-30,4.32,0.8296216381387446
2018-10-31,0.0,0.9314321802693968
2018-11-01,0.0,0.9793997183126706
2018-11-02,0.0,0.602256296442907
2018-11-03,0.0,0.8004324847483597
2018-11-04,0.0,0.7965908643395291
2018-11-05,0.0,1.0246461920565662
2018-11-06,0.0,1.0902487157788463
2018-11-07,0.05,0.667413065852933
2018-11-08,0.0,0.5502219198260742
2018-11-09,0.0,0.5988642596665452
2018-11-10,0.0,0.6760076815363087
2018-11-11,1.29,0.5868756925467008
2018-11-12,0.41000000000000003,0.794334567896622
2018-11-13,2.54,0.5771434218697633
2018-11-14,0.0,0.4651567694100256
2018-11-15,0.0,0.43370749025652006
2018-11-16,0.0,0.5794016329727776
2018-11-17,0.0,0.561076661272571
2018-11-18,0.0,0.38167311363968653
2018-11-19,0.0,0.5490880941527265
2018-11-20,0.0,0.5359618720393201
2018-11-21,0.12000000000000001,0.43370557559641304
2018-11-22,0.0,0.3063383192404686
2018-11-23,0.0,0.4954703082300765
2018-11-24,1.68,0.3273672563559443
2018-11-25,0.0,0.26629250974348007
2018-11-26,0.8899999999999999,0.3251109599130371
2018-11-27,6.39,0.2782810768633248
2018-11-28,0.0,0.2902677293230626
2018-11-29,0.0,0.5572350408637403
2018-11-30,6.119999999999999,0.5205812681431136
2018-12-01,0.11,0.30225629644290736
2018-12-02,29.03,0.657682709836102
2018-12-03,14.780000000000001,0.7266772703347443
2018-12-04,12.850000000000001,0.36221048694591873
2018-12-05,0.0,0.5389081545034271
2018-12-06,4.62,0.5262315160224897
2018-12-07,3.3800000000000003,0.5918359544048774
2018-12-08,0.8700000000000001,1.1723733277111095
2018-12-09,12.17,0.9352738006782272
2018-12-10,6.859999999999999,0.44274786025215074
2018-12-11,1.7200000000000002,0.11946262669376798
2018-12-12,0.0,0.13030657232345344
2018-12-13,0.0,0.27645535050867076
2018-12-14,0.0,0.4330175042353202
2018-12-15,0.0,0.3805373733062321
2018-12-16,7.0,0.20000000000000007
2018-12-17,0.1,0.30225629644290725
2018-12-18,0.0,0.4171892313667518
2018-12-19,1.9200000000000004,0.4760076815363086
2018-12-20,0.42,0.5787116469515777
2018-12-21,14.34,1.00268686653116
2018-12-22,7.2700000000000005,0.8277997411043043
2018-12-23,12.190000000000001,0.6427478602521504
2018-12-24,21.84,0.46107474661246417
2018-12-25,0.1,0.30859461568337604
2018-12-26,0.0,0.3943345678966221
2018-12-27,0.0,0.5246481067166731
2018-12-28,0.0,0.3389081545034271
2018-12-29,0.0,0.47940163297277744
2018-12-30,0.8800000000000001,0.4022562964429072
2018-12-31,4.05,0.258818450169557
